No,Kota,Produk,Harga Satuan,Jumlah Pesanan,Tipe Pembayaran,Tipe Pengiriman,Rating Produk,Harga Total
366,Makassar,Kemeja,537257,1,Transfer Bank,Hemat,1.6,537257
367,Yogyakarta,Celana Jeans,416474,2,COD,Reguler,4.9,832948
368,Bandung,Earphone,271881,1,Kartu Kredit,Same Day,3.4,271881
369,Surabaya,Earphone,51629,4,Kartu Kredit,Reguler,3,206516
370,Makassar,Jam Tangan,975083,3,Transfer Bank,Kilat,3.1,2925249
371,Medan,Jam Tangan,174030,4,Kartu Kredit,Hemat,1.9,696120
372,Denpasar,Kemeja,452681,2,ShopeePay,Hemat,3.9,905362
373,Bandung,Parfum,822207,4,Transfer Bank,Reguler,1.3,3288828
374,Denpasar,Jam Tangan,489791,2,Transfer Bank,Same Day,3.3,979582
375,Jakarta,Sneakers,507849,1,Kartu Kredit,Kilat,3.3,507849
376,Medan,Celana Jeans,709567,2,COD,Same Day,4.7,1419134
377,Medan,Kemeja,435769,3,COD,Same Day,3.1,1307307
378,Jakarta,Kaos,991136,3,COD,Reguler,1.5,2973408
379,Bandung,Tas Ransel,282199,3,COD,Same Day,3.3,846597
380,Jakarta,Kemeja,793372,1,Transfer Bank,Reguler,1.4,793372
381,Denpasar,Kemeja,108697,2,Transfer Bank,Hemat,1.8,217394
382,Yogyakarta,Earphone,708233,1,Kartu Kredit,Hemat,1.1,708233
383,Medan,Power Bank,121505,4,COD,Hemat,3.1,486020
384,Semarang,Parfum,362864,4,COD,Kilat,1.3,1451456
385,Semarang,Power Bank,741565,4,Kartu Kredit,Kilat,2.9,2966260
386,Denpasar,Sneakers,884631,4,Kartu Kredit,Same Day,4.7,3538524
387,Surabaya,Kaos,176390,3,Kartu Kredit,Reguler,3.9,529170
388,Makassar,Earphone,53734,2,ShopeePay,Same Day,1.3,107468
389,Jakarta,Kaos,233299,3,Kartu Kredit,Hemat,1.9,699897
390,Jakarta,Sneakers,693882,2,Kartu Kredit,Same Day,3.7,1387764
391,Surabaya,Power Bank,162728,2,ShopeePay,Same Day,4.6,325456
392,Surabaya,Kemeja,691253,1,COD,Same Day,1.1,691253
393,Denpasar,Jam Tangan,524609,4,Transfer Bank,Hemat,4.2,2098436
394,Denpasar,Jam Tangan,822925,2,COD,Reguler,3.2,1645850
395,Surabaya,Lipstik,416848,4,Transfer Bank,Same Day,3.2,1667392
396,Medan,Tas Ransel,640160,4,Transfer Bank,Hemat,4.8,2560640
397,Denpasar,Parfum,343923,4,Kartu Kredit,Kilat,4,1375692
398,Yogyakarta,Sneakers,713812,3,Kartu Kredit,Reguler,4.4,2141436
399,Denpasar,Tas Ransel,688626,4,ShopeePay,Hemat,2.4,2754504
400,Jakarta,Parfum,403331,2,COD,Same Day,3.2,806662
401,Denpasar,Tas Ransel,136603,3,COD,Hemat,3.5,409809
402,Medan,Power Bank,868039,4,Transfer Bank,Reguler,2.3,3472156
403,Surabaya,Parfum,561228,1,Kartu Kredit,Same Day,3.3,561228
404,Jakarta,Power Bank,699363,4,Kartu Kredit,Kilat,1.9,2797452
405,Denpasar,Kemeja,672168,4,COD,Kilat,1.6,2688672
406,Medan,Earphone,642696,3,ShopeePay,Kilat,2.5,1928088
407,Yogyakarta,Power Bank,841247,2,Kartu Kredit,Hemat,4,1682494
408,Denpasar,Jam Tangan,706229,4,ShopeePay,Reguler,4.7,2824916
409,Medan,Tas Ransel,69297,3,COD,Kilat,2.8,207891
410,Yogyakarta,Lipstik,80107,3,COD,Same Day,3.6,240321
411,Surabaya,Celana Jeans,364937,2,ShopeePay,Same Day,1.4,729874
412,Denpasar,Parfum,429898,3,Kartu Kredit,Same Day,4.6,1289694
413,Yogyakarta,Sneakers,563910,2,COD,Hemat,3.3,1127820
414,Jakarta,Lipstik,312552,1,Transfer Bank,Reguler,4.1,312552
415,Surabaya,Jam Tangan,684197,4,COD,Reguler,4.2,2736788
416,Jakarta,Power Bank,166479,3,Kartu Kredit,Kilat,2,499437
417,Semarang,Earphone,180381,1,Transfer Bank,Reguler,3.1,180381
418,Bandung,Kemeja,113190,3,COD,Same Day,4.8,339570
419,Denpasar,Celana Jeans,432111,3,Kartu Kredit,Same Day,1.4,1296333
420,Yogyakarta,Kaos,796644,1,Kartu Kredit,Hemat,3.7,796644
421,Bandung,Lipstik,237984,3,COD,Same Day,4.8,713952
422,Bandung,Earphone,544658,3,Kartu Kredit,Reguler,2.2,1633974
423,Yogyakarta,Kaos,396356,1,ShopeePay,Same Day,4.4,396356
424,Surabaya,Celana Jeans,806918,3,Transfer Bank,Kilat,4.7,2420754
425,Denpasar,Sneakers,830194,2,ShopeePay,Hemat,4,1660388
426,Semarang,Sneakers,570901,3,COD,Hemat,1.9,1712703
427,Jakarta,Tas Ransel,788164,4,ShopeePay,Reguler,2.3,3152656
428,Medan,Celana Jeans,23196,3,COD,Same Day,1.1,69588
429,Jakarta,Celana Jeans,521072,4,COD,Same Day,4.3,2084288
430,Medan,Kaos,532191,4,Kartu Kredit,Reguler,4.4,2128764
431,Jakarta,Earphone,246009,3,Kartu Kredit,Reguler,3.5,738027
432,Yogyakarta,Parfum,906997,1,COD,Kilat,2.4,906997
433,Semarang,Kaos,882781,2,Transfer Bank,Reguler,1.3,1765562
434,Denpasar,Kemeja,871271,2,Transfer Bank,Same Day,4,1742542
435,Medan,Sneakers,455132,3,Transfer Bank,Kilat,3.9,1365396
436,Denpasar,Sneakers,552860,1,ShopeePay,Hemat,4.7,552860
437,Denpasar,Tas Ransel,526528,1,COD,Same Day,3.9,526528
438,Denpasar,Kemeja,441441,2,Kartu Kredit,Hemat,4.3,882882
439,Makassar,Sneakers,590141,1,ShopeePay,Hemat,4,590141
440,Surabaya,Kaos,986894,3,ShopeePay,Hemat,3.5,2960682
441,Jakarta,Kemeja,707635,3,Kartu Kredit,Same Day,2.7,2122905
442,Denpasar,Kaos,878811,1,COD,Hemat,4.6,878811
443,Jakarta,Parfum,938609,3,ShopeePay,Same Day,3.6,2815827
444,Denpasar,Parfum,136074,4,COD,Hemat,2.6,544296
445,Medan,Sneakers,473112,2,COD,Reguler,1.3,946224
446,Surabaya,Sneakers,587497,3,COD,Reguler,2.2,1762491
447,Surabaya,Earphone,510391,1,Kartu Kredit,Same Day,3.2,510391
448,Yogyakarta,Parfum,979991,2,COD,Hemat,2.1,1959982
449,Makassar,Lipstik,431267,3,ShopeePay,Hemat,1.9,1293801
450,Yogyakarta,Lipstik,638532,2,Kartu Kredit,Hemat,3.1,1277064
451,Yogyakarta,Tas Ransel,776355,1,Kartu Kredit,Reguler,1.7,776355
452,Yogyakarta,Parfum,273516,4,ShopeePay,Hemat,4.2,1094064
453,Yogyakarta,Kaos,752760,4,Kartu Kredit,Hemat,2.9,3011040
454,Yogyakarta,Kaos,644588,3,ShopeePay,Same Day,3.3,1933764
455,Semarang,Jam Tangan,742321,4,Transfer Bank,Hemat,1.6,2969284
456,Surabaya,Kemeja,473372,3,ShopeePay,Reguler,2.3,1420116
457,Yogyakarta,Power Bank,396826,2,Kartu Kredit,Hemat,2.6,793652
458,Denpasar,Lipstik,77175,3,ShopeePay,Reguler,4.2,231525
459,Surabaya,Sneakers,944353,3,Transfer Bank,Reguler,4.1,2833059
460,Surabaya,Tas Ransel,121551,3,COD,Kilat,1.9,364653
461,Bandung,Power Bank,825408,4,COD,Reguler,3.5,3301632
462,Semarang,Celana Jeans,412761,3,COD,Kilat,2,1238283
463,Yogyakarta,Tas Ransel,906226,1,Kartu Kredit,Kilat,5,906226
464,Jakarta,Celana Jeans,791272,3,Transfer Bank,Hemat,4.8,2373816
465,Medan,Parfum,530491,2,ShopeePay,Kilat,3.3,1060982
466,Makassar,Celana Jeans,601154,1,ShopeePay,Same Day,3.8,601154
467,Denpasar,Celana Jeans,137752,2,ShopeePay,Reguler,4.2,275504
468,Jakarta,Earphone,853510,2,ShopeePay,Same Day,3.9,1707020
469,Semarang,Earphone,273564,2,Kartu Kredit,Kilat,3.8,547128
470,Medan,Earphone,313257,1,Kartu Kredit,Hemat,4.8,313257
471,Semarang,Parfum,790880,1,Transfer Bank,Reguler,3.4,790880
472,Denpasar,Power Bank,559689,4,ShopeePay,Same Day,3.5,2238756
473,Surabaya,Tas Ransel,950388,1,COD,Hemat,4.4,950388
474,Medan,Tas Ransel,235432,3,Kartu Kredit,Kilat,3.7,706296
475,Surabaya,Sneakers,450779,2,Transfer Bank,Hemat,3.9,901558
476,Denpasar,Earphone,185486,4,Transfer Bank,Same Day,1.9,741944
477,Jakarta,Parfum,691502,1,Kartu Kredit,Hemat,2.5,691502
478,Denpasar,Sneakers,790488,2,COD,Same Day,1.6,1580976
479,Jakarta,Kemeja,353636,1,COD,Hemat,3,353636
480,Medan,Sneakers,230536,4,ShopeePay,Reguler,2.8,922144
481,Medan,Power Bank,750617,1,Kartu Kredit,Hemat,5,750617
482,Yogyakarta,Lipstik,96693,1,COD,Reguler,3.4,96693
483,Semarang,Celana Jeans,55135,2,Kartu Kredit,Same Day,4.1,110270
484,Yogyakarta,Earphone,485448,3,Transfer Bank,Reguler,2.3,1456344
485,Semarang,Lipstik,834294,1,Transfer Bank,Hemat,4.3,834294
486,Yogyakarta,Sneakers,156262,4,Transfer Bank,Reguler,3.5,625048
487,Surabaya,Parfum,614487,1,Kartu Kredit,Same Day,3.8,614487
488,Medan,Celana Jeans,911798,1,ShopeePay,Hemat,2.2,911798
489,Jakarta,Tas Ransel,24331,3,ShopeePay,Reguler,3.2,72993
490,Semarang,Kaos,537400,2,COD,Reguler,3.5,1074800
491,Denpasar,Celana Jeans,203258,4,Kartu Kredit,Kilat,3.4,813032
492,Semarang,Power Bank,851080,2,ShopeePay,Reguler,4.7,1702160
493,Jakarta,Power Bank,310693,2,Kartu Kredit,Kilat,4.6,621386
494,Yogyakarta,Sneakers,232854,2,ShopeePay,Same Day,4.9,465708
495,Semarang,Kemeja,570049,1,Transfer Bank,Kilat,3.7,570049
496,Makassar,Power Bank,809694,3,Transfer Bank,Same Day,4.9,2429082
497,Surabaya,Power Bank,524840,1,COD,Reguler,4.3,524840
498,Medan,Parfum,988763,4,Transfer Bank,Reguler,2.1,3955052
499,Jakarta,Sneakers,879004,3,ShopeePay,Kilat,2.7,2637012
500,Medan,Celana Jeans,800080,2,COD,Same Day,2,1600160
501,Makassar,Kemeja,204544,3,COD,Reguler,1,613632
502,Semarang,Lipstik,370002,4,Transfer Bank,Kilat,1.8,1480008
503,Semarang,Kaos,104667,1,Kartu Kredit,Kilat,1,104667
504,Denpasar,Earphone,24677,1,Transfer Bank,Kilat,3.9,24677
505,Makassar,Tas Ransel,224580,2,Transfer Bank,Reguler,2.7,449160
506,Jakarta,Power Bank,150334,1,COD,Same Day,2.3,150334
507,Denpasar,Sneakers,494081,1,Transfer Bank,Reguler,4,494081
508,Surabaya,Earphone,515784,4,ShopeePay,Hemat,4.3,2063136
509,Denpasar,Tas Ransel,383581,3,COD,Hemat,4.9,1150743
510,Bandung,Tas Ransel,988121,1,Transfer Bank,Reguler,3.6,988121
511,Jakarta,Lipstik,431811,4,Kartu Kredit,Same Day,2.8,1727244
512,Bandung,Lipstik,500675,4,ShopeePay,Kilat,2.2,2002700
513,Makassar,Lipstik,604436,2,Kartu Kredit,Hemat,1.9,1208872
514,Yogyakarta,Jam Tangan,853358,4,ShopeePay,Hemat,1.9,3413432
515,Bandung,Jam Tangan,619559,2,Kartu Kredit,Reguler,2.6,1239118
516,Surabaya,Tas Ransel,578745,1,Transfer Bank,Hemat,5,578745
517,Denpasar,Lipstik,586819,2,ShopeePay,Hemat,1,1173638
518,Yogyakarta,Parfum,224335,4,COD,Kilat,1.8,897340
519,Denpasar,Power Bank,486516,3,COD,Kilat,1.8,1459548
520,Bandung,Earphone,672315,3,Kartu Kredit,Same Day,3.9,2016945
521,Denpasar,Earphone,214243,1,Kartu Kredit,Hemat,2.4,214243
522,Makassar,Jam Tangan,532445,1,Kartu Kredit,Same Day,2.8,532445
523,Yogyakarta,Tas Ransel,277231,3,ShopeePay,Same Day,1.6,831693
524,Makassar,Sneakers,793589,2,COD,Kilat,2.6,1587178
525,Bandung,Celana Jeans,590059,1,Transfer Bank,Kilat,1.4,590059
526,Makassar,Celana Jeans,637423,4,ShopeePay,Reguler,3.1,2549692
527,Surabaya,Jam Tangan,610642,1,Kartu Kredit,Kilat,1.4,610642
528,Bandung,Sneakers,657031,2,COD,Same Day,4.2,1314062
529,Bandung,Jam Tangan,788741,1,Kartu Kredit,Hemat,3.3,788741
530,Bandung,Celana Jeans,974793,4,Transfer Bank,Same Day,3.9,3899172
531,Jakarta,Sneakers,578180,4,Transfer Bank,Same Day,2.7,2312720
532,Denpasar,Lipstik,222268,4,COD,Same Day,2.5,889072
533,Jakarta,Tas Ransel,936094,2,ShopeePay,Kilat,1.4,1872188
534,Jakarta,Earphone,115057,2,Transfer Bank,Same Day,3.1,230114
535,Surabaya,Parfum,58409,4,Transfer Bank,Reguler,3.1,233636
536,Yogyakarta,Kemeja,266889,4,Transfer Bank,Hemat,2.9,1067556
537,Denpasar,Tas Ransel,447686,2,Transfer Bank,Kilat,4,895372
538,Makassar,Lipstik,169457,2,Kartu Kredit,Same Day,4.3,338914
539,Semarang,Celana Jeans,436512,2,Kartu Kredit,Reguler,4,873024
540,Bandung,Lipstik,924998,3,ShopeePay,Hemat,1.6,2774994
541,Makassar,Jam Tangan,343860,2,COD,Same Day,3.5,687720
542,Bandung,Sneakers,895584,4,COD,Hemat,1.3,3582336
543,Surabaya,Earphone,46382,3,COD,Kilat,3.8,139146
544,Bandung,Power Bank,96675,2,Transfer Bank,Kilat,2.5,193350
545,Jakarta,Jam Tangan,566707,4,Kartu Kredit,Reguler,1.5,2266828
546,Denpasar,Tas Ransel,101238,1,Kartu Kredit,Kilat,4.4,101238
547,Semarang,Jam Tangan,245825,3,ShopeePay,Reguler,3.5,737475
548,Medan,Tas Ransel,714651,4,COD,Same Day,2.4,2858604
549,Bandung,Power Bank,294541,1,Kartu Kredit,Hemat,1.1,294541
550,Makassar,Kaos,340032,4,ShopeePay,Kilat,3.1,1360128
551,Jakarta,Earphone,55169,2,COD,Hemat,4.7,110338
552,Medan,Parfum,606470,2,Transfer Bank,Hemat,3.4,1212940
553,Semarang,Parfum,898908,1,Kartu Kredit,Same Day,4.9,898908
554,Medan,Kemeja,848681,2,Kartu Kredit,Same Day,1.5,1697362
555,Jakarta,Lipstik,179413,4,COD,Kilat,3.3,717652
556,Denpasar,Kaos,882035,1,Transfer Bank,Same Day,4.2,882035
557,Denpasar,Parfum,197216,4,Transfer Bank,Hemat,3.1,788864
558,Yogyakarta,Jam Tangan,474988,4,Kartu Kredit,Reguler,1.4,1899952
559,Denpasar,Lipstik,99360,4,COD,Reguler,3.3,397440
560,Yogyakarta,Kaos,557732,2,ShopeePay,Reguler,3.4,1115464
561,Medan,Sneakers,458863,2,Kartu Kredit,Kilat,3.9,917726
562,Surabaya,Sneakers,143662,4,Transfer Bank,Same Day,4,574648
563,Makassar,Lipstik,789776,3,ShopeePay,Same Day,4.1,2369328
564,Makassar,Tas Ransel,118843,4,COD,Same Day,3.7,475372
565,Medan,Tas Ransel,817406,4,Transfer Bank,Same Day,1.9,3269624
566,Bandung,Jam Tangan,656438,1,ShopeePay,Hemat,2.6,656438
567,Bandung,Kaos,451599,4,Kartu Kredit,Reguler,4.1,1806396
568,Denpasar,Kaos,800908,2,Transfer Bank,Hemat,4.8,1601816
569,Makassar,Lipstik,639114,1,COD,Kilat,1.3,639114
570,Makassar,Celana Jeans,494768,3,Transfer Bank,Reguler,3.1,1484304
571,Yogyakarta,Sneakers,904080,1,Kartu Kredit,Reguler,2.3,904080
572,Surabaya,Kaos,245121,3,COD,Hemat,1.9,735363
573,Jakarta,Lipstik,940460,1,Kartu Kredit,Kilat,3,940460
574,Bandung,Power Bank,945581,1,ShopeePay,Kilat,3.4,945581
575,Makassar,Kemeja,842922,3,Transfer Bank,Reguler,1,2528766
576,Yogyakarta,Power Bank,785723,2,Kartu Kredit,Same Day,4.1,1571446
577,Semarang,Earphone,669001,2,ShopeePay,Kilat,4.3,1338002
578,Yogyakarta,Jam Tangan,75612,2,COD,Hemat,4.9,151224
579,Bandung,Kaos,644762,1,COD,Kilat,1.7,644762
580,Bandung,Earphone,318303,4,ShopeePay,Reguler,3.4,1273212
581,Yogyakarta,Parfum,583998,1,ShopeePay,Same Day,2.7,583998
582,Jakarta,Earphone,951310,4,COD,Kilat,2.3,3805240
583,Medan,Lipstik,657384,4,Kartu Kredit,Reguler,3.3,2629536
584,Bandung,Kaos,229417,2,ShopeePay,Kilat,4.1,458834
585,Yogyakarta,Kemeja,231463,4,Kartu Kredit,Same Day,1.1,925852
586,Makassar,Lipstik,913844,1,COD,Hemat,4.9,913844
587,Yogyakarta,Lipstik,639212,1,Kartu Kredit,Reguler,4.2,639212
588,Surabaya,Jam Tangan,288602,2,Kartu Kredit,Reguler,4,577204
589,Medan,Jam Tangan,937425,3,ShopeePay,Same Day,4,2812275
590,Semarang,Sneakers,317668,1,Kartu Kredit,Reguler,2.6,317668
591,Jakarta,Sneakers,682213,4,Kartu Kredit,Same Day,4,2728852
592,Denpasar,Tas Ransel,322621,1,Kartu Kredit,Reguler,2.5,322621
593,Semarang,Celana Jeans,314366,1,COD,Same Day,4.6,314366
594,Medan,Kaos,562608,1,COD,Kilat,1.7,562608
595,Medan,Kaos,114154,3,Transfer Bank,Kilat,2.2,342462
596,Medan,Earphone,596531,4,COD,Kilat,3.2,2386124
597,Semarang,Kaos,720975,2,COD,Reguler,2.3,1441950
598,Makassar,Kaos,430568,1,Transfer Bank,Same Day,2.7,430568
599,Medan,Celana Jeans,617121,4,Transfer Bank,Same Day,3,2468484
600,Yogyakarta,Parfum,113476,4,ShopeePay,Hemat,4.4,453904
601,Semarang,Sneakers,134560,2,ShopeePay,Kilat,3.1,269120
602,Denpasar,Sneakers,940707,1,COD,Hemat,2.4,940707
603,Medan,Kemeja,321411,3,Kartu Kredit,Kilat,2,964233
604,Yogyakarta,Kaos,582229,4,ShopeePay,Hemat,2.6,2328916
605,Makassar,Celana Jeans,889241,2,ShopeePay,Kilat,3.1,1778482
606,Surabaya,Sneakers,569656,3,COD,Same Day,4,1708968
607,Makassar,Celana Jeans,883618,4,Kartu Kredit,Kilat,1.5,3534472
608,Denpasar,Power Bank,313128,1,Transfer Bank,Reguler,1.9,313128
609,Medan,Parfum,455157,4,Transfer Bank,Kilat,2.5,1820628
610,Denpasar,Kaos,223990,3,COD,Kilat,2.4,671970
611,Semarang,Kemeja,465899,3,COD,Same Day,2.6,1397697
612,Bandung,Earphone,277481,1,Kartu Kredit,Reguler,4.2,277481
613,Medan,Sneakers,20801,1,COD,Same Day,2.3,20801
614,Bandung,Power Bank,650826,2,COD,Hemat,3,1301652
615,Yogyakarta,Celana Jeans,918633,1,COD,Hemat,3.5,918633
616,Surabaya,Jam Tangan,854397,2,Kartu Kredit,Reguler,1.9,1708794
617,Jakarta,Lipstik,629557,3,COD,Hemat,3.9,1888671
618,Denpasar,Kaos,798053,3,ShopeePay,Reguler,3.2,2394159
619,Makassar,Kaos,947473,4,Kartu Kredit,Kilat,2.8,3789892
620,Surabaya,Power Bank,318113,4,ShopeePay,Hemat,4.2,1272452
621,Medan,Celana Jeans,495485,2,Kartu Kredit,Kilat,2,990970
622,Bandung,Tas Ransel,969953,1,ShopeePay,Same Day,4.5,969953
623,Makassar,Kaos,111679,1,Kartu Kredit,Hemat,3.2,111679
624,Bandung,Tas Ransel,701065,4,Transfer Bank,Same Day,3.4,2804260
625,Semarang,Jam Tangan,735663,3,COD,Same Day,4.5,2206989
626,Bandung,Power Bank,310507,2,COD,Reguler,4.3,621014
627,Semarang,Celana Jeans,181792,3,Kartu Kredit,Same Day,3.4,545376
628,Yogyakarta,Celana Jeans,947476,3,ShopeePay,Reguler,4,2842428
629,Makassar,Parfum,577639,1,Transfer Bank,Reguler,2.7,577639
630,Makassar,Lipstik,655311,2,ShopeePay,Reguler,3.2,1310622
631,Jakarta,Sneakers,711505,3,COD,Reguler,1.2,2134515
632,Medan,Sneakers,632236,4,COD,Reguler,1.4,2528944
633,Semarang,Earphone,764974,4,ShopeePay,Kilat,4.3,3059896
634,Jakarta,Kemeja,239188,1,Kartu Kredit,Reguler,1.2,239188
635,Bandung,Power Bank,862667,4,Kartu Kredit,Hemat,1.7,3450668
636,Bandung,Jam Tangan,296999,4,ShopeePay,Reguler,4.2,1187996
637,Jakarta,Celana Jeans,449385,3,COD,Kilat,1,1348155
638,Makassar,Lipstik,281677,4,ShopeePay,Hemat,2.1,1126708
639,Bandung,Tas Ransel,197476,4,COD,Hemat,3.3,789904
640,Denpasar,Power Bank,170641,3,ShopeePay,Kilat,3.4,511923
641,Yogyakarta,Earphone,669362,1,Kartu Kredit,Hemat,4.1,669362
642,Yogyakarta,Power Bank,804366,1,Transfer Bank,Kilat,3,804366
643,Denpasar,Earphone,598725,2,COD,Same Day,3,1197450
644,Jakarta,Celana Jeans,986010,4,Transfer Bank,Same Day,3.9,3944040
645,Denpasar,Kemeja,176810,3,Kartu Kredit,Reguler,3,530430
646,Semarang,Earphone,944276,2,ShopeePay,Reguler,3.4,1888552
647,Semarang,Celana Jeans,110410,1,Kartu Kredit,Reguler,4.6,110410
648,Jakarta,Celana Jeans,39731,1,Transfer Bank,Reguler,2.6,39731
649,Denpasar,Kemeja,685491,3,Kartu Kredit,Kilat,2.5,2056473
650,Semarang,Sneakers,872756,2,Kartu Kredit,Same Day,1,1745512
651,Makassar,Power Bank,205169,2,ShopeePay,Kilat,3.5,410338
652,Denpasar,Kaos,888152,3,Transfer Bank,Hemat,1.1,2664456
653,Makassar,Kaos,902865,3,Transfer Bank,Hemat,3,2708595
654,Semarang,Tas Ransel,285033,2,Transfer Bank,Hemat,4.2,570066
655,Yogyakarta,Tas Ransel,553857,1,COD,Hemat,3.2,553857
656,Semarang,Kaos,893625,4,Kartu Kredit,Hemat,2.1,3574500
657,Makassar,Jam Tangan,226749,1,Transfer Bank,Same Day,4.1,226749
658,Surabaya,Kaos,105192,3,Kartu Kredit,Kilat,2.1,315576
659,Medan,Tas Ransel,799117,2,ShopeePay,Hemat,3.9,1598234
660,Bandung,Lipstik,107154,2,ShopeePay,Reguler,3.4,214308
661,Denpasar,Tas Ransel,228542,4,COD,Same Day,1.7,914168
662,Surabaya,Jam Tangan,128073,2,COD,Reguler,4.6,256146
663,Semarang,Power Bank,239894,4,ShopeePay,Same Day,1.8,959576
664,Yogyakarta,Kaos,539235,1,Transfer Bank,Same Day,5,539235
665,Jakarta,Kemeja,814044,1,ShopeePay,Reguler,1,814044
666,Semarang,Lipstik,595932,2,Kartu Kredit,Reguler,2.1,1191864
667,Yogyakarta,Celana Jeans,576357,2,COD,Hemat,1.8,1152714
668,Medan,Jam Tangan,888173,3,COD,Reguler,1.1,2664519
669,Semarang,Tas Ransel,440547,3,ShopeePay,Kilat,3.9,1321641
670,Makassar,Kemeja,862329,2,Transfer Bank,Same Day,3.8,1724658
671,Jakarta,Earphone,165006,2,Transfer Bank,Same Day,4.2,330012
672,Yogyakarta,Sneakers,423311,1,Kartu Kredit,Hemat,2,423311
673,Yogyakarta,Kaos,504710,2,COD,Same Day,2.8,1009420
674,Yogyakarta,Sneakers,908976,3,ShopeePay,Reguler,3.6,2726928
675,Medan,Jam Tangan,562994,1,ShopeePay,Same Day,2.8,562994
676,Semarang,Earphone,194588,4,COD,Same Day,3.8,778352
677,Medan,Earphone,647890,3,ShopeePay,Reguler,3.5,1943670
678,Denpasar,Earphone,510224,3,COD,Reguler,1.5,1530672
679,Bandung,Celana Jeans,316773,1,Transfer Bank,Same Day,4.1,316773
680,Bandung,Jam Tangan,460126,4,Transfer Bank,Kilat,3.9,1840504
681,Denpasar,Power Bank,501756,3,ShopeePay,Reguler,3.6,1505268
682,Semarang,Sneakers,144746,2,Transfer Bank,Kilat,1.6,289492
683,Makassar,Power Bank,564719,3,Transfer Bank,Kilat,2.1,1694157
684,Medan,Kemeja,207805,1,Kartu Kredit,Hemat,2.6,207805
685,Jakarta,Parfum,584376,1,COD,Kilat,2.1,584376
686,Yogyakarta,Lipstik,719495,1,COD,Hemat,1.9,719495
687,Yogyakarta,Lipstik,451231,3,ShopeePay,Kilat,4.2,1353693
688,Semarang,Power Bank,775398,4,COD,Hemat,3.6,3101592
689,Makassar,Parfum,575673,2,Kartu Kredit,Reguler,3.3,1151346
690,Bandung,Parfum,352343,1,ShopeePay,Same Day,1.9,352343
691,Bandung,Kaos,320821,4,ShopeePay,Same Day,4.7,1283284
692,Yogyakarta,Kemeja,138104,2,COD,Hemat,1.8,276208
693,Semarang,Jam Tangan,32818,1,Transfer Bank,Reguler,4.2,32818
694,Medan,Parfum,501438,2,Transfer Bank,Hemat,4.9,1002876
695,Bandung,Tas Ransel,345145,2,Transfer Bank,Hemat,3.9,690290
696,Medan,Lipstik,175049,4,Transfer Bank,Reguler,5,700196
697,Makassar,Tas Ransel,594120,2,Kartu Kredit,Kilat,3.6,1188240
698,Bandung,Kemeja,847363,1,ShopeePay,Kilat,1.9,847363
699,Bandung,Parfum,628278,4,Transfer Bank,Reguler,1.8,2513112
700,Surabaya,Sneakers,229966,3,Kartu Kredit,Hemat,2.3,689898
701,Bandung,Lipstik,92204,3,ShopeePay,Same Day,1,276612
702,Denpasar,Kaos,65784,4,COD,Hemat,3.7,263136
703,Jakarta,Kaos,912737,3,COD,Kilat,2.1,2738211
704,Denpasar,Earphone,29921,2,Kartu Kredit,Reguler,4.3,59842
705,Semarang,Celana Jeans,841391,1,ShopeePay,Reguler,2.4,841391
706,Semarang,Parfum,838760,2,Transfer Bank,Reguler,2.9,1677520
707,Medan,Kemeja,946363,4,ShopeePay,Kilat,4.9,3785452
708,Denpasar,Lipstik,275564,1,Transfer Bank,Hemat,2,275564
709,Denpasar,Celana Jeans,633794,4,Kartu Kredit,Reguler,3.9,2535176
710,Denpasar,Kemeja,94408,4,Transfer Bank,Same Day,4,377632
711,Makassar,Power Bank,668140,4,Kartu Kredit,Reguler,1.9,2672560
712,Bandung,Parfum,760126,2,ShopeePay,Hemat,3,1520252
713,Jakarta,Jam Tangan,570996,1,ShopeePay,Kilat,2.4,570996
714,Medan,Jam Tangan,563135,1,Transfer Bank,Same Day,4.1,563135
715,Denpasar,Parfum,600277,1,ShopeePay,Same Day,3.5,600277
716,Denpasar,Earphone,931815,2,Transfer Bank,Reguler,2.9,1863630
717,Surabaya,Earphone,24922,3,ShopeePay,Hemat,4.1,74766
718,Medan,Jam Tangan,483144,2,COD,Reguler,1.9,966288
719,Denpasar,Sneakers,72335,2,Transfer Bank,Same Day,4,144670
720,Medan,Lipstik,933345,4,Kartu Kredit,Reguler,4.5,3733380
721,Bandung,Jam Tangan,951045,1,COD,Hemat,4.5,951045
722,Surabaya,Sneakers,825983,1,Kartu Kredit,Kilat,4.1,825983
723,Medan,Celana Jeans,170453,3,ShopeePay,Same Day,2.6,511359
724,Jakarta,Sneakers,919751,3,COD,Hemat,4.9,2759253
725,Jakarta,Celana Jeans,337817,4,ShopeePay,Reguler,2.5,1351268
726,Semarang,Kemeja,907963,1,Transfer Bank,Same Day,3.6,907963
727,Surabaya,Tas Ransel,42948,3,Kartu Kredit,Reguler,1.6,128844
728,Surabaya,Kemeja,636552,3,ShopeePay,Reguler,4.9,1909656
729,Semarang,Jam Tangan,79072,1,Kartu Kredit,Kilat,3.8,79072
730,Medan,Celana Jeans,349704,2,Kartu Kredit,Reguler,4,699408
731,Surabaya,Jam Tangan,757609,3,ShopeePay,Reguler,1.3,2272827
732,Jakarta,Parfum,677846,1,Transfer Bank,Hemat,4.1,677846
